ExperimentID,Investigators,Treatment,Bin_Original,Bin_Final,PlantRep,SoilDepth,SoilHtBelow,HtFirstInflor,MassFirstInflor,CountRayFlowers,CountDiskFlowers,MassVeg,FinalMassTotal,MassRemoved,,,,
Competition,BeardonMendozaSigman,3,C,,50,2.1,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,C,,51,2.6,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,E,,52,0.9,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,E,,53,1.3,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,W,,54,1.7,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,C,,55,1,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,E,,56,1,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,W,,57,1.6,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,W,,58,0.5,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,C,,59,1.5,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,E,,60,1.3,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,E,,61,2.5,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,E,,62,0.5,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,W,,63,1.8,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,C,,64,1,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,C,,65,1.6,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,E,,66,1.3,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,E,,67,1,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,C,,68,1.8,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,W,,69,1.2,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,W,,70,1.4,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,W,,71,1.5,,,,,,,,,,,,
Competition,BeardonMendozaSigman,3,C,,72,1.9,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,2,,1,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,2,,2,3,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,2,,3,1.8,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,2,,4,2.1,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,1,,5,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,3,,6,2.6,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,3,,7,2.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,3,,8,0.9,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,3,,9,2.9,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,3,,10,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,3,,11,2.9,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,3,,12,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,1,,13,3,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,1,,14,2.9,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,1,,15,2.8,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,1,,16,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,1,,17,3,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,1,,18,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,1,,19,3.2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,1,,20,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,1,,21,4,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,1,,22,1.8,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,1,,23,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_away,1,,24,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,2,,1,3.2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,2,,2,1,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,2,,3,3.1,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,2,,4,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,2,,5,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,2,,6,2.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,2,,7,1.9,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,2,,8,2.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,2,,9,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,2,,10,1.9,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,1,,11,1.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,3,,12,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,3,,13,3.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,3,,14,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,3,,15,2.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,1,,16,2.4,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,1,,17,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,1,,18,3,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,1,,19,1.9,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,1,,20,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,1,,21,4,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,1,,22,1.8,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,1,,23,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,c_close,1,,24,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,2,,1,1.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,2,,2,2.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,2,,3,3,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,2,,4,2.1,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,2,,5,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,2,,6,1.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,2,,7,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,2,,8,1.2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,2,,9,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,3,,10,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,1,,11,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,2,,12,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,3,,13,3,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,3,,14,1,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,3,,15,3,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,3,,16,3,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,3,,17,2.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,3,,18,2,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,3,,19,2.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,3,,20,3.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,3,,21,2.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,3,,22,2.4,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,3,,23,2.5,,,,,,,,,,,,
Enemies1cat,LaytonMastrangeloZabinski,cat,3,,24,2.8,,,,,,,,,,,,
Enemies2clip,BergholzCarterDube,C,,,1,9,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,2,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,3,4,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,4,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,5,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,6,13,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,7,18,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,8,10,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,9,27,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,10,16,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,11,8,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,12,20,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,13,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,14,20,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,15,,,,,,,,,0,Flowered very earlier - several weeks before any other plants. First one in class,,,
Enemies2clip,BergholzCarterDube,C,,,16,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,17,17,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,18,24,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,19,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,20,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,21,22,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,22,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,23,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,24,15,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,25,19,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,26,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,27,16,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,28,29,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,29,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,30,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,31,24,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,32,29,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,33,21,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,34,16,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,35,11,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,36,30,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,37,21,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,38,18,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,39,19,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,40,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,41,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,42,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,43,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,44,14,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,45,20,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,46,21,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,47,24,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,48,,,,,,,,,0,,,,
Enemies2clip,BergholzCarterDube,C,,,49,21,,,,,,,,13.01,,,,
Enemies2clip,BergholzCarterDube,1/3,,,50,20,,,,,,,,7.02,,,,
Enemies2clip,BergholzCarterDube,1/3,,,51,22,,,,,,,,12.43,,,,
Enemies2clip,BergholzCarterDube,1/3,,,52,,,,,,,,,9.6,,,,
Enemies2clip,BergholzCarterDube,1/3,,,53,17,,,,,,,,17.45,,,,
Enemies2clip,BergholzCarterDube,1/3,,,54,12,,,,,,,,13.79,,,,
Enemies2clip,BergholzCarterDube,1/3,,,55,21,,,,,,,,6.24,,,,
Enemies2clip,BergholzCarterDube,1/3,,,56,,,,,,,,,24.19,,,,
Enemies2clip,BergholzCarterDube,1/3,,,57,17,,,,,,,,15.42,,,,
Enemies2clip,BergholzCarterDube,1/3,,,58,12,,,,,,,,16.93,,,,
Enemies2clip,BergholzCarterDube,1/3,,,59,,,,,,,,,18.06,,,,
Enemies2clip,BergholzCarterDube,1/3,,,60,22,,,,,,,,29.02,,,,
Enemies2clip,BergholzCarterDube,1/3,,,61,,,,,,,,,17.86,,,,
Enemies2clip,BergholzCarterDube,1/3,,,62,9,,,,,,,,7.65,,,,
Enemies2clip,BergholzCarterDube,1/3,,,63,,,,,,,,,12.94,,,,
Enemies2clip,BergholzCarterDube,1/3,,,64,,,,,,,,,18.11,,,,
Enemies2clip,BergholzCarterDube,1/3,,,65,19,,,,,,,,17.42,,,,
Enemies2clip,BergholzCarterDube,1/3,,,66,5,,,,,,,,15.75,,,,
Enemies2clip,BergholzCarterDube,1/3,,,67,,,,,,,,,18.29,,,,
Enemies2clip,BergholzCarterDube,1/3,,,68,,,,,,,,,18.23,,,,
Enemies2clip,BergholzCarterDube,1/3,,,69,14,,,,,,,,13.55,,,,
Enemies2clip,BergholzCarterDube,1/3,,,70,21,,,,,,,,15.66,,,,
Enemies2clip,BergholzCarterDube,1/3,,,71,21,,,,,,,,14.73,,,,
Enemies2clip,BergholzCarterDube,1/3,,,72,25,,,,,,,,29.17,,,,
Enemies2clip,BergholzCarterDube,2/3,,,73,23,,,,,,,,18,,,,
Enemies2clip,BergholzCarterDube,2/3,,,74,15,,,,,,,,27.72,,,,
Enemies2clip,BergholzCarterDube,2/3,,,75,,,,,,,,,18.96,,,,
Enemies2clip,BergholzCarterDube,2/3,,,76,,,,,,,,,31.01,,,,
Enemies2clip,BergholzCarterDube,2/3,,,77,10,,,,,,,,10.22,,,,
Enemies2clip,BergholzCarterDube,2/3,,,78,,,,,,,,,12.11,,,,
Enemies2clip,BergholzCarterDube,2/3,,,79,14,,,,,,,,24.6,,,,
Enemies2clip,BergholzCarterDube,2/3,,,80,25,,,,,,,,14.83,,,,
Enemies2clip,BergholzCarterDube,2/3,,,81,15,,,,,,,,16.06,,,,
Enemies2clip,BergholzCarterDube,2/3,,,82,,,,,,,,,31.71,,,,
Enemies2clip,BergholzCarterDube,2/3,,,83,,,,,,,,,20.3,,,,
Enemies2clip,BergholzCarterDube,2/3,,,84,24,,,,,,,,18.7,,,,
Enemies2clip,BergholzCarterDube,2/3,,,85,23,,,,,,,,15.37,,,,
Enemies2clip,BergholzCarterDube,2/3,,,86,,,,,,,,,24.95,,,,
Enemies2clip,BergholzCarterDube,2/3,,,87,16,,,,,,,,52.04,,,,
Enemies2clip,BergholzCarterDube,2/3,,,88,,,,,,,,,21.44,,,,
Enemies2clip,BergholzCarterDube,2/3,,,89,13,,,,,,,,37.76,,,,
Enemies2clip,BergholzCarterDube,2/3,,,90,15,,,,,,,,13.1,,,,
Enemies2clip,BergholzCarterDube,2/3,,,91,,,,,,,,,43.81,,,,
Enemies2clip,BergholzCarterDube,2/3,,,92,16,,,,,,,,12.56,,,,
Enemies2clip,BergholzCarterDube,2/3,,,93,6,,,,,,,,12.37,,,,
Enemies2clip,BergholzCarterDube,2/3,,,94,15,,,,,,,,30,,,,
Enemies2clip,BergholzCarterDube,2/3,,,95,11,,,,,,,,26.1,,,,
Enemies2clip,BergholzCarterDube,2/3,,,96,24,,,,,,,,18.3,,,,
Resources,GrossMoserNataleVirlarknight,Low,0.6,,1/1,0.6,,,,,,,,,"10/05/16 -- due to campus events, Daphne was unable to focus and incorrectly added 5mL of distilled water to all treatment 1 plants, instead of solution 1. The correct solution was not added on top of that for fear that it woud be worse than leaving treatmetns alone.",,,
Resources,GrossMoserNataleVirlarknight,Low,2.3,,1/2,2.3,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,2.4,,1/3,2.4,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,1.7,,1/4,1.7,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,0.8,,1/5,0.8,,,,,,,,,"10/03/16 - looks like plant may be uprooted, can't tell",,,10/12/16 - No plant detectable
Resources,GrossMoserNataleVirlarknight,Low,1,,1/6,1,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,1.5,,1/7,1.5,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,0.7,,1/8,0.7,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,1.4,,1/9,1.4,,,,,,,,,10/21/16 - looks purple,11/25/16 - longest leaf ripped during measurement,,
Resources,GrossMoserNataleVirlarknight,Low,1.4,,1/10,1.4,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,1.4,,1/11,1.4,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,1.8,,1/12,1.8,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,1.6,,1/13,1.6,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,0.9,,1/14,0.9,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,1.3,,1/15,1.3,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,0.9,,1/16,0.9,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,2.5,,1/17,2.5,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,0.7,,1/18,0.7,,,,,,,,,"11/7/16 - plant has 'furry-looking' growths on bottom half, most pronounced at junctures where 'leaves' fork",,,
Resources,GrossMoserNataleVirlarknight,Low,1.1,,1/19,1.1,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,1.8,,1/20,1.8,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,0.5,,1/21,0.5,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,0.9,,1/22,0.9,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,1.9,,1/23,1.9,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Low,1.8,,1/24,1.8,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,1,,2/1,1,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,2,,2/2,2,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,1.5,,2/3,1.5,,,,,,,,,10/21/16 - looks purple,11/04/16 - wrinkly and shriveled,,
Resources,GrossMoserNataleVirlarknight,Mid,1.3,,2/4,1.3,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,1.4,,2/5,1.4,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,1.5,,2/6,1.5,,,,,,,,,10/03/16 - Lisa was startled by loud greenhouse machinery activating while watering this plant and spilled. Spill was estimated at 0.5mL and 0.5mL of solution 2 was added to replace.,,,
Resources,GrossMoserNataleVirlarknight,Mid,0.9,,2/7,0.9,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,1.7,,2/8,1.7,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,1.4,,2/9,1.4,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,0.5,,2/10,0.5,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,1.3,,2/11,1.3,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,1.2,,2/12,1.2,,,,,,,,,10/21/16 - looks purple,,,
Resources,GrossMoserNataleVirlarknight,Mid,1.7,,2/13,1.7,,,,,,,,,10/05/16 - Daphne noticed that the stems of the leaves are looking brown.,,,
Resources,GrossMoserNataleVirlarknight,Mid,1.7,,2/14,1.7,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,0.3,,2/15,0.3,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,1.5,,2/16,1.5,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,0.3,,2/17,0.3,,,,,,,,,10/21/16 - looks purple,,,
Resources,GrossMoserNataleVirlarknight,Mid,0.8,,2/18,0.8,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,0.2,,2/19,0.2,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,1.1,,2/20,1.1,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,0.8,,2/21,0.8,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,1.6,,2/22,1.6,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,0.9,,2/23,0.9,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,Mid,1.3,,2/24,1.3,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,1,,3/1,1,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,1,,3/2,1,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,1.8,,3/3,1.8,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,1.4,,3/4,1.4,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,2.5,,3/5,2.5,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,1.3,,3/6,1.3,,,,,,,,,10/18/16 - Leaves are droopy. Dying?,10/21/16 - looks purple,11/04/16 - may be shorter because tips are extremely dry and breaking off,
Resources,GrossMoserNataleVirlarknight,High,1.5,,3/7,1.5,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,1.3,,3/8,1.3,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,1.3,,3/9,1.3,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,1.5,,3/10,1.5,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,0.8,,3/11,0.8,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,1.3,,3/12,1.3,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,1.2,,3/13,1.2,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,2,,3/14,2,,,,,,,,,11/14/16 - mistakenly watered plant with 10mL of treatment and 5mL of distilled water,,,
Resources,GrossMoserNataleVirlarknight,High,0.8,,3/15,0.8,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,2.1,,3/16,2.1,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,2.1,,3/17,2.1,,,,,,,,,,,,
Resources,GrossMoserNataleVirlarknight,High,1.9,,3/18,1.9,,,,,,,,,10/18/16 - Bottom of leaves starting to look a little brown,,,
